time,pin_price,pin2_price,pin_score,call1_price,call1_score,call2_price,call2_score,call3_price,call3_score,put1_price,put1_score,put2_price,put2_score,put3_price,put3_score,hvl_price,iv_rank,pinning_prob,breakout_risk
1774828800,360.0,365.0,0.6197,377.5,0.7,375.0,0.7,372.5,0.7,357.5,0.7,355.0,0.7,352.5,0.7,365.0,50.0,1,1
