time,pin_price,pin2_price,pin_score,call1_price,call1_score,call2_price,call2_score,call3_price,call3_score,put1_price,put1_score,put2_price,put2_score,put3_price,put3_score,hvl_price,iv_rank,pinning_prob,breakout_risk
1774828800,255.0,245.0,0.6932,260.0,0.7,257.5,0.6166,255.0,0.6166,245.0,0.7605,237.5,0.6301,242.5,0.6166,245.0,50.0,1,1
